0.35458,intron- nt
0.458194,intron- nt
0.338333,intron- nt
0.298987,intron- nt
0.27377,intron- nt
0.308345,intron- nt
0.295953,intron- nt
0.286172,intron- nt
0.306891,intron- nt
0.31977,intron- nt
0.340195,intron- nt
0.326083,intron- nt
0.312081,intron- nt
0.296739,intron- nt
0.278535,intron- nt
0.288019,intron- nt
0.269681,intron- nt
0.29125,intron- nt
0.334108,intron- nt
0.263517,intron- nt
0.330608,intron- nt
0.342968,intron- nt
0.363254,intron- nt
0.349591,intron- nt
0.320164,intron- nt
0.331877,intron- nt
0.366867,intron- nt
0.300037,intron- nt
0.334306,intron- nt
0.2828,intron- nt
0.304041,intron- nt
0.314581,intron- nt
0.294724,intron- nt
0.597222,intron- nt
0.291686,intron- nt
0.319055,intron- nt
0.37931,intron- nt
0.283028,intron- nt
0.242359,intron- nt
0.284898,intron- nt
0.322489,intron- nt
0.276097,intron- nt
0.312584,intron- nt
0.316768,intron- nt
0.348259,intron- nt
0.304797,intron- nt
0.274646,intron- nt
0.304124,intron- nt
0.282771,intron- nt
0.329853,intron- nt
0.387372,intron- nt
0.3389,intron- nt
0.315595,intron- nt
0.320986,intron- nt
0.30027,intron- nt
0.303688,intron- nt
0.341869,intron- nt
0.355071,intron- nt
0.352587,intron- nt
0.324124,intron- nt
0.32413,intron- nt
0.308081,intron- nt
0.312265,intron- nt
0.29651,intron- nt
0.307799,intron- nt
0.327737,intron- nt
0.31814,intron- nt
0.318915,intron- nt
0.261822,intron- nt
0.298752,intron- nt
0.464073,intron- nt
0.315193,intron- nt
0.354048,intron- nt
0.301011,intron- nt
0.316681,intron- nt
0.289027,intron- nt
0.280628,intron- nt
0.263701,intron- nt
0.306399,intron- nt
0.236364,intron- nt
0.333128,intron- nt
0.336909,intron- nt
0.302882,intron- nt
0.32187,intron- nt
0.336097,intron- nt
0.335677,intron- nt
0.362886,intron- nt
0.304089,intron- nt
0.296045,intron- nt
0.321402,intron- nt
0.31926,intron- nt
0.299826,intron- nt
0.272757,intron- nt
0.311977,intron- nt
0.314328,intron- nt
0.285245,intron- nt
0.558333,intron- nt
0.367742,intron- nt
0.334101,intron- nt
0.339364,intron- nt
0.352409,intron- nt
0.311801,intron- nt
0.35367,intron- nt
0.290106,intron- nt
0.319734,intron- nt
0.28539,intron- nt
0.338997,intron- nt
0.335747,intron- nt
0.323089,intron- nt
0.326964,intron- nt
0.362302,intron- nt
0.318088,intron- nt
0.342441,intron- nt
0.339036,intron- nt
0.307954,intron- nt
0.323023,intron- nt
0.362605,intron- nt
0.30725,intron- nt
0.343581,intron- nt
0.299015,intron- nt
0.338673,intron- nt
0.315643,intron- nt
0.33083,intron- nt
0.250715,intron- nt
0.263622,intron- nt
0.308153,intron- nt
0.332887,intron- nt
0.29903,intron- nt
0.313681,intron- nt
0.349892,intron- nt
0.328802,intron- nt
0.296609,intron- nt
0.323023,intron- nt
0.211453,intron- nt
0.308802,intron- nt
0.306362,intron- nt
0.284803,intron- nt
0.351016,intron- nt
0.305721,intron- nt
0.31167,intron- nt
0.286529,intron- nt
0.299607,intron- nt
0.296003,intron- nt
0.28551,intron- nt
0.265013,intron- nt
0.331508,intron- nt
0.292859,intron- nt
0.384127,intron- nt
0.311302,intron- nt
0.25954,intron- nt
0.329899,intron- nt
0.327098,intron- nt
0.318892,intron- nt
0.312754,intron- nt
0.2814,intron- nt
0.375516,intron- nt
0.297681,intron- nt
0.319979,intron- nt
0.29508,intron- nt
0.326487,intron- nt
0.385632,intron- nt
0.247607,intron- nt
